Time,Symbol,Price,Action,Portfolio,Capital
2024-11-21 01:25:21,AAPL,227.34500122070312,HOLD,{},10000
2024-11-21 01:25:21,GOOGL,174.56500244140625,HOLD,{},10000
2024-11-21 01:25:21,MSFT,413.7799987792969,HOLD,{},10000
2024-11-21 01:25:21,AMZN,201.25,HOLD,{},10000
2024-11-21 01:25:26,AAPL,227.34500122070312,HOLD,{},10000
2024-11-21 01:25:26,GOOGL,174.56500244140625,HOLD,{},10000
2024-11-21 01:25:26,MSFT,413.7799987792969,HOLD,{},10000
2024-11-21 01:25:26,AMZN,201.25,HOLD,{},10000
2024-11-21 01:25:32,AAPL,227.32000732421875,HOLD,{},10000
2024-11-21 01:25:32,GOOGL,174.55999755859375,HOLD,{},10000
2024-11-21 01:25:32,MSFT,413.751708984375,HOLD,{},10000
2024-11-21 01:25:32,AMZN,201.24000549316406,HOLD,{},10000
2024-11-21 01:25:37,AAPL,227.32000732421875,HOLD,{},10000
2024-11-21 01:25:37,GOOGL,174.55999755859375,HOLD,{},10000
2024-11-21 01:25:37,MSFT,413.751708984375,HOLD,{},10000
2024-11-21 01:25:37,AMZN,201.24000549316406,HOLD,{},10000
2024-11-21 01:25:43,AAPL,227.35009765625,HOLD,{},10000
2024-11-21 01:25:43,GOOGL,174.5800018310547,HOLD,{},10000
2024-11-21 01:25:43,MSFT,413.7969055175781,HOLD,{},10000
2024-11-21 01:25:43,AMZN,201.25,HOLD,{},10000
2024-11-21 01:25:48,AAPL,227.35009765625,HOLD,{},10000
2024-11-21 01:25:48,GOOGL,174.5800018310547,HOLD,{},10000
2024-11-21 01:25:48,MSFT,413.7969055175781,HOLD,{},10000
2024-11-21 01:25:49,AMZN,201.25,HOLD,{},10000
2024-11-21 01:25:54,AAPL,227.35910034179688,HOLD,{},10000
2024-11-21 01:25:54,GOOGL,174.593994140625,HOLD,{},10000
2024-11-21 01:25:54,MSFT,413.82501220703125,HOLD,{},10000
2024-11-21 01:25:54,AMZN,201.24000549316406,HOLD,{},10000
2024-11-21 01:25:59,AAPL,227.35910034179688,HOLD,{},10000
2024-11-21 01:25:59,GOOGL,174.593994140625,HOLD,{},10000
2024-11-21 01:25:59,MSFT,413.82501220703125,HOLD,{},10000
2024-11-21 01:25:59,AMZN,201.24000549316406,HOLD,{},10000
2024-11-21 01:26:05,AAPL,227.37989807128906,HOLD,{},10000
2024-11-21 01:26:05,GOOGL,174.5800018310547,HOLD,{},10000
2024-11-21 01:26:05,MSFT,413.7799987792969,HOLD,{},10000
2024-11-21 01:26:05,AMZN,201.22500610351562,HOLD,{},10000
2024-11-21 01:26:10,AAPL,227.37989807128906,HOLD,{},10000
2024-11-21 01:26:10,GOOGL,174.5800018310547,HOLD,{},10000
2024-11-21 01:26:10,MSFT,413.7799987792969,HOLD,{},10000
2024-11-21 01:26:10,AMZN,201.22500610351562,HOLD,{},10000
2024-11-21 01:26:16,AAPL,227.3699951171875,HOLD,{},10000
2024-11-21 01:26:16,GOOGL,174.57000732421875,HOLD,{},10000
2024-11-21 01:26:16,MSFT,413.80499267578125,HOLD,{},10000
2024-11-21 01:26:16,AMZN,201.1999969482422,HOLD,{},10000
2024-11-21 01:26:21,AAPL,227.3699951171875,HOLD,{},10000
2024-11-21 01:26:21,GOOGL,174.57000732421875,HOLD,{},10000
2024-11-21 01:26:21,MSFT,413.80499267578125,HOLD,{},10000
2024-11-21 01:26:21,AMZN,201.1999969482422,HOLD,{},10000
2024-11-21 01:26:27,AAPL,227.33999633789062,HOLD,{},10000
2024-11-21 01:26:27,GOOGL,174.52999877929688,HOLD,{},10000
2024-11-21 01:26:27,MSFT,413.75909423828125,HOLD,{},10000
2024-11-21 01:26:27,AMZN,201.1999969482422,HOLD,{},10000
2024-11-21 01:26:32,AAPL,227.33999633789062,HOLD,{},10000
2024-11-21 01:26:32,GOOGL,174.52999877929688,HOLD,{},10000
2024-11-21 01:26:32,MSFT,413.75909423828125,HOLD,{},10000
2024-11-21 01:26:32,AMZN,201.10000610351562,HOLD,{},10000
2024-11-21 01:26:38,AAPL,227.34500122070312,HOLD,{},10000
2024-11-21 01:26:38,GOOGL,174.5399932861328,HOLD,{},10000
2024-11-21 01:26:38,MSFT,413.80999755859375,HOLD,{},10000
2024-11-21 01:26:38,AMZN,201.10000610351562,HOLD,{},10000
2024-11-21 01:26:43,AAPL,227.34500122070312,HOLD,{},10000
2024-11-21 01:26:43,GOOGL,174.5399932861328,HOLD,{},10000
2024-11-21 01:26:43,MSFT,413.80999755859375,HOLD,{},10000
2024-11-21 01:26:43,AMZN,201.1300048828125,HOLD,{},10000
2024-11-21 01:26:49,AAPL,227.38009643554688,HOLD,{},10000
2024-11-21 01:26:49,GOOGL,174.5500030517578,HOLD,{},10000
2024-11-21 01:26:49,MSFT,413.8699951171875,HOLD,{},10000
2024-11-21 01:26:49,AMZN,201.1300048828125,HOLD,{},10000
2024-11-21 01:26:54,AAPL,227.38009643554688,HOLD,{},10000
2024-11-21 01:26:54,GOOGL,174.5500030517578,HOLD,{},10000
2024-11-21 01:26:54,MSFT,413.8699951171875,HOLD,{},10000
2024-11-21 01:26:54,AMZN,201.11619567871094,HOLD,{},10000
2024-11-21 01:27:00,AAPL,227.3800048828125,HOLD,{},10000
2024-11-21 01:27:00,GOOGL,174.5500030517578,HOLD,{},10000
2024-11-21 01:27:00,MSFT,413.9100036621094,HOLD,{},10000
2024-11-21 01:27:00,AMZN,201.11619567871094,HOLD,{},10000
2024-11-21 01:27:05,AAPL,227.3800048828125,HOLD,{},10000
2024-11-21 01:27:05,GOOGL,174.5500030517578,HOLD,{},10000
2024-11-21 01:27:05,MSFT,413.9100036621094,HOLD,{},10000
2024-11-21 01:27:05,AMZN,201.13999938964844,HOLD,{},10000
2024-11-21 01:27:11,AAPL,227.35000610351562,HOLD,{},10000
2024-11-21 01:27:11,GOOGL,174.5500030517578,HOLD,{},10000
2024-11-21 01:27:11,MSFT,413.8258056640625,HOLD,{},10000
2024-11-21 01:27:11,AMZN,201.13999938964844,HOLD,{},10000
2024-11-21 01:27:16,AAPL,227.35000610351562,HOLD,{},10000
2024-11-21 01:27:16,GOOGL,174.5500030517578,HOLD,{},10000
2024-11-21 01:27:17,MSFT,413.8258056640625,HOLD,{},10000
2024-11-21 01:27:17,AMZN,201.16000366210938,HOLD,{},10000
2024-11-21 01:27:22,AAPL,227.37429809570312,HOLD,{},10000
2024-11-21 01:27:22,GOOGL,174.55999755859375,HOLD,{},10000
2024-11-21 01:27:22,MSFT,413.82000732421875,HOLD,{},10000
2024-11-21 01:27:22,AMZN,201.16000366210938,HOLD,{},10000
2024-11-21 01:27:27,AAPL,227.37429809570312,HOLD,{},10000
2024-11-21 01:27:27,GOOGL,174.55999755859375,HOLD,{},10000
2024-11-21 01:27:28,MSFT,413.82000732421875,HOLD,{},10000
2024-11-21 01:27:28,AMZN,201.12269592285156,HOLD,{},10000
2024-11-21 01:27:33,AAPL,227.3699951171875,HOLD,{},10000
2024-11-21 01:27:33,GOOGL,174.52999877929688,HOLD,{},10000
2024-11-21 01:27:33,MSFT,413.80999755859375,HOLD,{},10000
2024-11-21 01:27:33,AMZN,201.12269592285156,HOLD,{},10000
2024-11-21 01:27:38,AAPL,227.3699951171875,HOLD,{},10000
2024-11-21 01:27:38,GOOGL,174.52999877929688,HOLD,{},10000
2024-11-21 01:27:39,MSFT,413.80999755859375,HOLD,{},10000
2024-11-21 01:27:39,AMZN,201.10499572753906,HOLD,{},10000
2024-11-21 01:27:44,AAPL,227.3800048828125,HOLD,{},10000
2024-11-21 01:27:44,GOOGL,174.54710388183594,HOLD,{},10000
2024-11-21 01:27:44,MSFT,413.6300048828125,HOLD,{},10000
2024-11-21 01:27:44,AMZN,201.10499572753906,HOLD,{},10000
2024-11-21 01:27:49,AAPL,227.3800048828125,HOLD,{},10000
2024-11-21 01:27:50,GOOGL,174.54710388183594,HOLD,{},10000
2024-11-21 01:27:50,MSFT,413.6300048828125,HOLD,{},10000
2024-11-21 01:27:50,AMZN,201.13999938964844,HOLD,{},10000
2024-11-21 01:27:55,AAPL,227.3699951171875,HOLD,{},10000
2024-11-21 01:27:55,GOOGL,174.5399932861328,HOLD,{},10000
2024-11-21 01:27:55,MSFT,413.7200012207031,HOLD,{},10000
2024-11-21 01:27:55,AMZN,201.13999938964844,HOLD,{},10000
2024-11-21 01:28:01,AAPL,227.3699951171875,HOLD,{},10000
2024-11-21 01:28:01,GOOGL,174.5399932861328,HOLD,{},10000
2024-11-21 01:28:01,MSFT,413.7200012207031,HOLD,{},10000
2024-11-21 01:28:01,AMZN,201.16000366210938,HOLD,{},10000
2024-11-21 01:28:06,AAPL,227.40499877929688,HOLD,{},10000
2024-11-21 01:28:06,GOOGL,174.57000732421875,HOLD,{},10000
2024-11-21 01:28:06,MSFT,413.739990234375,HOLD,{},10000
2024-11-21 01:28:07,AMZN,201.16000366210938,HOLD,{},10000
2024-11-21 01:28:12,AAPL,227.40499877929688,HOLD,{},10000
2024-11-21 01:28:12,GOOGL,174.57000732421875,HOLD,{},10000
2024-11-21 01:28:12,MSFT,413.739990234375,HOLD,{},10000
2024-11-21 01:28:12,AMZN,201.14999389648438,HOLD,{},10000
2024-11-21 01:28:17,AAPL,227.38999938964844,HOLD,{},10000
2024-11-21 01:28:17,GOOGL,174.55999755859375,HOLD,{},10000
2024-11-21 01:28:18,MSFT,413.7850036621094,HOLD,{},10000
2024-11-21 01:28:18,AMZN,201.14999389648438,HOLD,{},10000
2024-11-21 01:28:23,AAPL,227.38999938964844,HOLD,{},10000
2024-11-21 01:28:23,GOOGL,174.55999755859375,HOLD,{},10000
2024-11-21 01:28:23,MSFT,413.7850036621094,HOLD,{},10000
2024-11-21 01:28:23,AMZN,201.15150451660156,HOLD,{},10000
2024-11-21 01:28:28,AAPL,227.38999938964844,HOLD,{},10000
2024-11-21 01:28:29,GOOGL,174.5500030517578,HOLD,{},10000
2024-11-21 01:28:29,MSFT,413.75,HOLD,{},10000
2024-11-21 01:28:29,AMZN,201.15150451660156,HOLD,{},10000
2024-11-21 01:28:34,AAPL,227.38999938964844,HOLD,{},10000
2024-11-21 01:28:34,GOOGL,174.5500030517578,HOLD,{},10000
2024-11-21 01:28:34,MSFT,413.75,HOLD,{},10000
2024-11-21 01:28:34,AMZN,201.14010620117188,HOLD,{},10000
2024-11-21 01:28:40,AAPL,227.375,HOLD,{},10000
2024-11-21 01:28:40,GOOGL,174.57000732421875,HOLD,{},10000
2024-11-21 01:28:40,MSFT,413.7200012207031,HOLD,{},10000
2024-11-21 01:28:40,AMZN,201.14010620117188,HOLD,{},10000
2024-11-21 01:28:45,AAPL,227.375,HOLD,{},10000
2024-11-21 01:28:45,GOOGL,174.57000732421875,HOLD,{},10000
2024-11-21 01:28:45,MSFT,413.7200012207031,HOLD,{},10000
2024-11-21 01:28:46,AMZN,201.14999389648438,HOLD,{},10000
2024-11-21 01:28:51,AAPL,227.39390563964844,HOLD,{},10000
2024-11-21 01:28:51,GOOGL,174.61929321289062,HOLD,{},10000
2024-11-21 01:28:51,MSFT,413.7998962402344,HOLD,{},10000
2024-11-21 01:28:51,AMZN,201.14999389648438,HOLD,{},10000
2024-11-21 01:28:56,AAPL,227.39390563964844,HOLD,{},10000
2024-11-21 01:28:57,GOOGL,174.61929321289062,HOLD,{},10000
2024-11-21 01:28:57,MSFT,413.7998962402344,HOLD,{},10000
2024-11-21 01:28:57,AMZN,201.16000366210938,HOLD,{},10000
2024-11-21 01:29:02,AAPL,227.38009643554688,HOLD,{},10000
2024-11-21 01:29:02,GOOGL,174.62989807128906,HOLD,{},10000
2024-11-21 01:29:02,MSFT,413.7200012207031,HOLD,{},10000
2024-11-21 01:29:02,AMZN,201.16000366210938,HOLD,{},10000
2024-11-21 01:29:08,AAPL,227.38009643554688,HOLD,{},10000
2024-11-21 01:29:08,GOOGL,174.62989807128906,HOLD,{},10000
2024-11-21 01:29:08,MSFT,413.7200012207031,HOLD,{},10000
2024-11-21 01:29:08,AMZN,201.17999267578125,HOLD,{},10000
